"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"8/23/2021","Hulu","HLU*Hulu 1032760688727 HULU.COM/","22.09","debit","Internet","Fidelity Visa","",""
"8/23/2021","Comcast","COMCAST CABLE COMM 800-COMCA","92.30","debit","Internet","Fidelity Visa","",""
"8/23/2021","DEPOSIT ACH FID BKG SVC LLC TYPE: MONEYLINE ID: 1035141375 CO: FID BKG SVC LLC","DEPOSIT ACH FID BKG SVC LLC TYPE: MONEYLINE ID: 1035141375 CO: FID BKG SVC LLC","99.43","credit","Income","Alliant Savings","",""
"8/23/2021","Apple","APPLE.COM/BILL 866-712-7753 CA","18.27","debit","Gaming","Alliant Visa","",""
"8/23/2021","Payment Thank You - Web","Payment Thank You - Web","600.00","credit","Transfer","Amazon Chase","",""
"8/23/2021","Venmo","VENMO            PAYMENT    1015","20.00","debit","Transfer","Chase Checking","",""
"8/23/2021","REMOTE ONLINE DEPOSIT # 1 1","REMOTE ONLINE DEPOSIT #","4471.89","credit","Income","Chase Checking","",""
"8/23/2021","Chase card ending in 7738 08/23","Payment to Chase card ending in","600.00","debit","Transfer","Chase Checking","",""
"8/23/2021","REMOTE ONLINE DEPOSIT # 1 1","REMOTE ONLINE DEPOSIT #","34.22","credit","Transfer","Chase Checking","",""
"8/22/2021","Safeway","SAFEWAY #0533 0533  WOODINVILLE         WA","49.12","debit","Groceries","AmEx Blue Cash","",""
"8/22/2021","PCC NATURAL MARKET REDMOND WA","PCC NATURAL MARKET  REDMOND             WA","86.00","debit","Groceries","AmEx Blue Cash","",""
"8/22/2021","eBay","eBay O*18-07496-83172 408-3766151 CA","15.98","debit","Shopping","Alliant Visa","",""
"8/22/2021","eBay","eBay O*18-07496-83171 408-3766151 CA","6.39","debit","Shopping","Alliant Visa","",""
"8/22/2021","EUROPEAN DELI & PRODUCE KIRKLAND WA","EUROPEAN DELI & PRODUCE KIRKLAND WA","4.99","debit","Groceries","Alliant Visa","",""
"8/22/2021","Aquarium Co-Op","SP * AQUARIUM CO-OP 120-65332281 WA","123.55","debit","Entertainment","Alliant Visa","",""
"8/22/2021","Amazon","Amazon.com*2D89Q8RS1","21.90","debit","Shopping","Amazon Chase","",""
"8/22/2021","Amazon","AMZN Mktp US*2D09L0R61","19.56","debit","Shopping","Amazon Chase","",""
"8/22/2021","Julian Bakery In","AMZ*Julian Bakery In","35.99","debit","Restaurants","Amazon Chase","",""
"8/21/2021","JOHN HOWIE STEAK BELLEVUE WA","JOHN HOWIE STEAK BELLEVUE WA","162.63","debit","Restaurants","Costco Visa","",""
"8/21/2021","Costco","COSTCO WHSE #0747 WOODINVILLE WA","324.17","debit","Groceries","Costco Visa","",""
"8/21/2021","Zeeks Pizza","ZEEKS PIZZA WOODINVILLE 425-375-3923 WA","56.71","debit","Restaurants","Costco Visa","",""
"8/21/2021","Shake Shack","SHAKE SHACK - 1230A 646-747-7178 WA","16.39","debit","Fast Food","Costco Visa","",""
"8/20/2021","Your Cash Reward","YOUR CASH REWARD/REFUND IS","62.31","credit","Transfer","AmEx Blue Cash","",""
"8/20/2021","QFC","QFC #5894 000000894 KIRKLAND            WA","19.29","debit","Groceries","AmEx Blue Cash","",""
"8/20/2021","QFC","QFC #5894 000000894 KIRKLAND            WA","3.07","debit","Groceries","AmEx Blue Cash","",""
"8/20/2021","Etsy.com","Etsy.com - CobbleCreekMin718-8557955 NY","10.86","debit","Shopping","Alliant Visa","",""
"8/20/2021","REDSHELF ETEXTBOOKS HTTPSREDSHELFIL","REDSHELF ETEXTBOOKS HTTPSREDSHELFIL","41.86","debit","Books & Supplies","Alliant Visa","",""
"8/20/2021","Home Depot","THE HOME DEPOT #4712 BOTHELL WA","40.88","debit","Home Improvement","Alliant Visa","",""
"8/20/2021","Home Depot","THE HOME DEPOT #4712 BOTHELL WA","219.10","debit","Home Improvement","Alliant Visa","",""
"8/20/2021","Amazon","Amazon.com*2D2939E32","8.94","debit","Shopping","Amazon Chase","",""
"8/20/2021","Amazon","Amazon.com*2D08M02C1","12.99","debit","Shopping","Amazon Chase","",""
"8/20/2021","Internal Revenue Service","IRS              USATAXPYMT 2221","10000.00","debit","Federal Tax","Chase Checking","",""
"8/19/2021","Shoes.com","SHOES.COM 888-200- CREDIT","65.17","credit","Clothing","Alliant Visa","",""
"8/19/2021","Playstation Network","PlaystationNetwork 800-3457669 CA","4.42","debit","Entertainment","Alliant Visa","",""
"8/19/2021","Amazon","AMZN Mktp US*2D5C43DR1","5.36","debit","Shopping","Amazon Chase","",""
"8/19/2021","Amazon","AMZN Mktp US*2D3YS1HO0","18.47","debit","Shopping","Amazon Chase","",""
"8/19/2021","Amazon","Amazon.com*2D28A8D41","80.42","debit","Shopping","Amazon Chase","",""
"8/18/2021","Whole Foods","WHOLEFDS KRK#10655 0KIRKLAND            WA","77.89","debit","Groceries","AmEx Blue Cash","",""
"8/18/2021","Trader Joe's","TRADER JOE'S #132  QKIRKLAND            WA","68.73","debit","Groceries","AmEx Blue Cash","",""
"8/18/2021","DEPOSIT ACH TYPE: TRANSFER ID: JPMORGAN CHASE DFI ACCT: xx22338 ACH WEB XFER","DEPOSIT ACH TYPE: TRANSFER ID: JPMORGAN CHASE DFI ACCT: xx22338 ACH WEB XFER","2000.00","credit","Transfer","Alliant Savings","",""
"8/18/2021","DEPOSIT ACH ALLIANT CU TYPE: CASHBACK ID: 0271081528 CO: ALLIANT CU","DEPOSIT ACH ALLIANT CU TYPE: CASHBACK ID: 0271081528 CO: ALLIANT CU","98.00","credit","Income","Alliant Savings","",""
"8/18/2021","Apple","APPLE.COM/BILL 866-712-7753 CA","12.90","debit","Gaming","Alliant Visa","",""
"8/18/2021","Chevron","CHEVRON 0094964 WOODINVILLE WA","3.50","debit","Gas & Fuel","Alliant Visa","",""
"8/18/2021","LITRES 35314369001 IE","PAYPAL *LITRES 35314369001 IE","11.98","debit","Books","Alliant Visa","",""
"8/18/2021","JCPenney","JCPENNEY.COM JCPENNEY.COM NV","45.27","debit","Clothing","Alliant Visa","",""
"8/18/2021","Amazon","AMZN Mktp US*2D4TM4N92","14.55","debit","Shopping","Amazon Chase","",""
"8/18/2021","ALLIANT CU XFER S002 49816890001 WEB ID: 0271081528","ALLIANT CU       XFER       S002","2000.00","debit","Transfer","Chase Checking","",""
"8/17/2021","Safeway","SAFEWAY #0533 0533  WOODINVILLE         WA","31.08","debit","Groceries","AmEx Blue Cash","",""
"8/17/2021","WITHDRAWAL ACH ALLIANT CU VISA TYPE: WEBSERVPMT ID: 989765489 CO: Alliant CU Visa","WITHDRAWAL ACH ALLIANT CU VISA TYPE: WEBSERVPMT ID: 989765489 CO: Alliant CU Visa","2000.00","debit","Transfer","Alliant Savings","",""
"8/17/2021","ADT Security","ADT SECURITY*403797703 WWW.ADT.COM FL","67.38","debit","Home Services","Alliant Visa","",""
"8/17/2021","McDonald's","MCDONALD'S F5795 WOODINVILLE WA","6.48","debit","Fast Food","Costco Visa","",""
"8/17/2021","Rush In Alaskan Dumplings LLC","SQ *RUSH IN ALASKAN DUMPLKirkland WA","76.14","debit","Restaurants","Costco Visa","",""
"8/17/2021","Amazon","Amazon.com*2D23Q3PA0","30.35","debit","Shopping","Amazon Chase","",""
"8/17/2021","Amazon","AMZN Mktp US*2D1RF35V1","43.47","debit","Shopping","Amazon Chase","",""
"8/17/2021","Amazon","AMZN Mktp US*2D0HZ54E2","27.33","debit","Shopping","Amazon Chase","",""
"8/17/2021","ATM CASH DEPOSIT 08/17 13425 NE 175TH ST WOODINVILLE WA","ATM CASH DEPOSIT 08/17 13425 NE","6600.00","credit","Income","Chase Checking","",""
"8/17/2021","ATM WITHDRAWAL 008278 08/1713425 NE","ATM WITHDRAWAL","200.00","debit","Cash & ATM","Chase Checking","",""
"8/17/2021","Online Transfer 12298106175 to A mex High Yield Savings Acct ########5387 transaction #: 12298106175","Online Transfer 12298106175 to A","100.00","debit","Transfer","Chase Checking","",""
"8/17/2021","ATM CASH DEPOSIT 08/17 13425 NE 175TH ST WOODINVILLE WA","ATM CASH DEPOSIT 08/17 13425 NE","1400.00","credit","Income","Chase Checking","",""
"8/16/2021","OUTSCHOOL HTTPSOUTSC 24492161227000019424847; 08299;","OUTSCHOOL HTTPSOUTSC","29.00","debit","Tuition","Fidelity Visa","",""
"8/16/2021","Online Chicago Il","PAYMENT-ONLINE CHICAGO IL","2000.00","credit","Transfer","Alliant Visa","",""
"8/16/2021","Inspire","MOSTRA INSPIRE MEDIA L WWW.MOSTRACOFCA","58.80","debit","Gifts & Donations","Alliant Visa","",""
"8/16/2021","PALACE ELITE RB USD CANCUN QROO MX","PALACE ELITE RB USD CANCUN QROO MX","246.45","debit","Vacation","Alliant Visa","",""
"8/16/2021","Lufthansa","LUFTHANSA 2202456011897NEW YORK NY","74.16","debit","Air Travel","Alliant Visa","",""
"8/16/2021","Home Depot","THE HOME DEPOT #4712 BOTHELL WA","15.91","debit","Home Improvement","Alliant Visa","",""
"8/16/2021","Home Depot","THE HOME DEPOT #4712 BOTHELL WA CREDIT","10.75","credit","Home Improvement","Alliant Visa","",""
"8/16/2021","Amazon","AMZN Mktp US*2D53P6VE1","40.21","debit","Shopping","Amazon Chase","",""
"8/16/2021","Amazon","AMZN Mktp US*2D21A81D0","23.90","debit","Shopping","Amazon Chase","",""
"8/16/2021","Amazon","Amazon Tips*2P2CJ6YA2","5.00","debit","Shopping","Amazon Chase","",""
"8/16/2021","Amazon","AMZN Mktp US*2D8TW8VQ1","4.33","debit","Shopping","Amazon Chase","",""
"8/16/2021","Audible.com","Audible*2D58R7AV0","13.03","debit","Books","Amazon Chase","",""
"8/16/2021","Alliant CU Visa WEBSERVPMT 9097 00000833920 WEB ID: 989765489","Alliant CU Visa  WEBSERVPMT 9097","2000.00","debit","Transfer","Chase Checking","",""
"8/16/2021","CITI CARD ONLINE PAYMENT 4205 10327129262 WEB ID: CITICTP","CITI CARD ONLINE PAYMENT    4205","1500.00","debit","Transfer","Chase Checking","",""
"8/16/2021","PayPal","PAYPAL           INST XFER  GOOG","1.09","debit","Shopping","Chase Checking","",""
"8/16/2021","PayPal","PAYPAL           INST XFER  GOOG","11.00","debit","Shopping","Chase Checking","",""
"8/16/2021","PayPal","PAYPAL           INST XFER  GOOG","11.00","debit","Shopping","Chase Checking","",""
"8/15/2021","SEATTLE METER PARKING 2066845226 WA","SEATTLE METER PARKING 2066845226 WA","0.33","debit","Parking","Alliant Visa","",""
"8/15/2021","GRNCHEF*209524961 888-236-7295 CO","GRNCHEF*209524961 888-236-7295 CO","49.96","debit","Groceries","Alliant Visa","",""
"8/15/2021","Apple","APPLE.COM/BILL 866-712-7753 CA","16.14","debit","Gaming","Alliant Visa","",""
"8/15/2021","SINGAPORE MATHS CLUB HTTPSSINGAPORWA","SINGAPORE MATHS CLUB HTTPSSINGAPORWA","375.00","debit","Doctor","Alliant Visa","",""
"8/15/2021","IKEA","IKEA.COM 392361739 888-434-4532 MD","172.79","debit","Furnishings","Alliant Visa","",""
"8/15/2021","SP * 518 KITCHEN HTTPSKETOMEALNY","SP * 518 KITCHEN HTTPSKETOMEALNY","168.79","debit","Groceries","Alliant Visa","",""
"8/15/2021","IPZLOBINDMI 402-935-7733 CA","PAYPAL *IPZLOBINDMI 402-935-7733 CA","5.56","debit","Hobbies","Alliant Visa","",""
"8/15/2021","IKEA","IKEA SEATLE RENTON WA","22.02","debit","Furnishings","Alliant Visa","",""
"8/15/2021","Home Depot","THE HOME DEPOT #4712 BOTHELL WA","30.08","debit","Home Improvement","Alliant Visa","",""
"8/15/2021","PetSmart","PETSMART # 0378 WOODENVILLE WA","64.00","debit","Pet Food & Supplies","Alliant Visa","",""
"8/15/2021","Target","TARGET 00011189 WOODINVILLE WA","10.89","debit","Shopping","Alliant Visa","",""
"8/15/2021","PetSmart","PETSMART # 0378 WOODENVILLE WA","43.65","debit","Pet Food & Supplies","Alliant Visa","",""
"8/15/2021","IKEA","IKEA.COM 392361739 888-434- CREDIT","172.79","credit","Furnishings","Alliant Visa","",""
"8/15/2021","YM*labirint g. Moskva RU","YM*labirint g. Moskva RU","89.62","debit","Shopping","Alliant Visa","",""
"8/15/2021","STIA PUBLIC PARKING SEATTLE WA","STIA PUBLIC PARKING SEATTLE WA","10.00","debit","Parking","Alliant Visa","",""
"8/15/2021","IKEA","IKEA.COM 392366358 888-434-4532 MD","97.78","debit","Furnishings","Alliant Visa","",""
"8/15/2021","Amazon","AMZN Mktp US*2P8QQ9I32","73.88","debit","Shopping","Amazon Chase","",""
"8/15/2021","Amazon","Amazon.com*2D4ZQ2G11","63.25","debit","Shopping","Amazon Chase","",""
"8/15/2021","Amazon","AMZN Mktp US*2P8S719S2","45.60","debit","Shopping","Amazon Chase","",""
"8/15/2021","Amazon","AMZN Mktp US*2D2YW7XJ1","14.12","debit","Shopping","Amazon Chase","",""
"8/15/2021","Amazon","Amazon.com*2D68G23M0","14.66","debit","Shopping","Amazon Chase","",""
"8/15/2021","Amazon","AMZN Mktp US*2D30L1TE0","19.56","debit","Shopping","Amazon Chase","",""
"8/14/2021","PCC NATURAL MARKET REDMOND WA","PCC NATURAL MARKET  REDMOND             WA","79.23","debit","Groceries","AmEx Blue Cash","",""
"8/14/2021","Costco Gas","COSTCO GAS #0747 WOODINVILLE WA","41.63","debit","Gas & Fuel","Costco Visa","",""
"8/14/2021","TST* MEDOR SEATTLE WA","TST* MEDOR SEATTLE WA","109.40","debit","Restaurants","Costco Visa","",""
"8/13/2021","Haggen","HAGGEN 3498 3498    WOODINVILLE         WA","22.61","debit","Groceries","AmEx Blue Cash","",""
"8/13/2021","Smith Brothers Farms, Inc.","SMITH BROTHERS FARMS 877-64556","13.47","debit","Groceries","Fidelity Visa","",""
"8/13/2021","Puget Sound Energy","PUGET SOUND ENERGY INC 425-454-6","139.15","debit","Utilities","Fidelity Visa","",""
"8/13/2021","Puget Sound Energy","PUGET SOUND ENERGY INC 425-454-6","14.41","debit","Utilities","Fidelity Visa","",""
"8/13/2021","OUTSCHOOL HTTPSOUTSC 24492151224637556748833; 08299;","OUTSCHOOL HTTPSOUTSC","15.00","debit","Tuition","Fidelity Visa","",""
"8/13/2021","Apple","APPLE.COM/BILL 866-712-7753 CA","53.89","debit","Gaming","Alliant Visa","",""
"8/13/2021","Online Chicago Il","PAYMENT-ONLINE CHICAGO IL","2000.00","credit","Transfer","Alliant Visa","",""
"8/13/2021","BENDROASTING.COM BENDROASTING.OR","BENDROASTING.COM BENDROASTING.OR","52.00","debit","Charity","Alliant Visa","",""
"8/13/2021","ONLINE PAYMENT, THANK YOU","ONLINE PAYMENT, THANK YOU","1500.00","credit","Transfer","Costco Visa","",""
"8/13/2021","Amazon","AMZN Mktp US*2P41797V2","46.73","debit","Shopping","Amazon Chase","",""
"8/13/2021","Amazon","AMZN Mktp US*2P0NO7KG2","45.63","debit","Shopping","Amazon Chase","",""
"8/13/2021","Amazon","Amazon.com*2P7KU3SJ2","9.76","debit","Shopping","Amazon Chase","",""
"8/13/2021","Amazon","AMZN Mktp US*2P2RX57P2","11.95","debit","Shopping","Amazon Chase","",""
"8/13/2021","Amazon","Amazon.com*2P3NP3KC2","201.14","debit","Shopping","Amazon Chase","",""
"8/13/2021","100-SFDC INC. PAYROLL PPD ID: 8359988345","100-SFDC INC.    PAYROLL","5990.44","credit","Paycheck","Chase Checking","",""
"8/13/2021","PayPal","PAYPAL           INST XFER  GOOG","11.00","debit","Shopping","Chase Checking","",""
"8/12/2021","- THANK YOU","ONLINE PAYMENT - THANK YOU","504.08","credit","Transfer","AmEx Blue Cash","",""
"8/12/2021","WASTE MGMT WM EZPAY 866-834-2 24943001223700813280611; 04900;","WASTE MGMT WM EZPAY 866-834-2","197.20","debit","Utilities","Fidelity Visa","",""
"8/12/2021","Life Is Art","LIFE IS A KICK STRIPE.COM WA","5.00","debit","Printing","Alliant Visa","",""
"8/12/2021","Life Is Art","LIFE IS A KICK STRIPE.COM WA","195.00","debit","Printing","Alliant Visa","",""
"8/12/2021","YouTube Videos g.co/helppay#CA","GOOGLE *YouTube Videos g.co/helppay#CA","4.39","debit","Movies & DVDs","Alliant Visa","",""
"8/12/2021","IKEA","IKEA.COM 388719840 888-434- CREDIT","104.31","credit","Furnishings","Alliant Visa","",""
"8/12/2021","Walgreens","WALGREENS #13770 WOODINVILLE WA","25.80","debit","Pharmacy","Alliant Visa","",""
"8/12/2021","DHMD gosq.com WA","SQ *DHMD gosq.com WA","176.00","debit","Hair","Alliant Visa","",""
"8/12/2021","The Big Fish Grill","TST* THE BIG FISH GRILL -425-281-5639 WA","98.82","debit","Restaurants","Costco Visa","",""
"8/12/2021","Amazon","Amazon Tips*2P19U1DG2","5.00","debit","Shopping","Amazon Chase","",""
"8/12/2021","Woot Llc","AMZ*Woot LLC","78.25","credit","Transfer","Amazon Chase","",""
"8/12/2021","Woot LLC","AMZ*Woot LLC","29.34","debit","Clothing","Amazon Chase","",""
"8/12/2021","American Express","AMERICAN EXPRESS ACH PMT    W576","504.08","debit","Transfer","Chase Checking","",""
"8/11/2021","WASTE MGMT WM EZPAY 866-834-2 24943001222700811175699; 04900;","WASTE MGMT WM EZPAY 866-834-2","58.13","debit","Utilities","Fidelity Visa","",""
"8/11/2021","WSFERRIES-BAINBRIDGE SEATTLE WA","WSFERRIES-BAINBRIDGE SEATTLE WA","20.40","debit","Public Transportation","Alliant Visa","",""
"8/11/2021","Specialty Eyecare Group Inc.","Specialty Eyecare Group KIRKLAND WA","49.00","debit","Eyecare","Alliant Visa","",""
"8/11/2021","JCPenney","JCPENNEY.COM 800-221- CREDIT","45.27","credit","Clothing","Alliant Visa","",""
"8/11/2021","Amazon","AMZN Mktp US","82.56","credit","Shopping","Amazon Chase","",""
"8/11/2021","Amazon","Amazon.com*2P1ZF58Q2","35.70","debit","Shopping","Amazon Chase","",""
"8/11/2021","Amazon","AMZN Mktp US*2P4BH4QX2","21.66","debit","Shopping","Amazon Chase","",""
"8/11/2021","TJX","TJX Rewards MC   TJX EPAY   4507","33.02","debit","Clothing","Chase Checking","",""
"8/11/2021","EBATES CC EBT EPAY 4507 93430 WEB ID: 9130142001","EBATES CC        EBT EPAY   4507","341.63","debit","Transfer","Chase Checking","",""
"8/10/2021","ABC*425 FITNESS 888-82792 24906411221127674604259; 07997;","ABC*425 FITNESS 888-82792","32.02","debit","Gym","Fidelity Visa","",""
"8/10/2021","Aramark","ARAMARK SOL DUC HOT SPRINPORT ANGELES WA","50.98","debit","Restaurants","Alliant Visa","",""
"8/10/2021","Aramark","ARAMARK SOL DUC HOT SPRIN360-3273583 WA","65.10","debit","Restaurants","Alliant Visa","",""
"8/10/2021","Apple","APPLE.COM/BILL 866-712-7753 CA","12.91","debit","Gaming","Alliant Visa","",""
"8/10/2021","Aramark","ARAMARK SOL DUC HOT SPRINPORT ANGELES WA","90.89","debit","Restaurants","Alliant Visa","",""
"8/10/2021","Costco","COSTCO WHSE #0747 WOODINVILLE WA","657.41","debit","Shopping","Costco Visa","",""
"8/10/2021","Costco","COSTCO WHSE #0747 WOODINVILLE WA","97.98","debit","Shopping","Costco Visa","",""
"8/10/2021","That's A Some Italian","THATS A SOME ITALIAN RIS POULSBO WA","80.00","debit","Restaurants","Costco Visa","",""
"8/10/2021","Costco Gas","COSTCO GAS #0747 WOODINVILLE WA","49.84","debit","Gas & Fuel","Costco Visa","",""
"8/10/2021","KIN DEE THAI BOTHELL KINDEEBOTHELLWA","KIN DEE THAI BOTHELL KINDEEBOTHELLWA","61.02","debit","Restaurants","Costco Visa","",""
"8/09/2021","OUTSCHOOL HTTPSOUTSC 24492161220000017275420; 08299;","OUTSCHOOL HTTPSOUTSC","29.00","debit","Tuition","Fidelity Visa","",""
"8/09/2021","ABC*425 FITNESS 888-82792 24906411219127556031187; 07997;","ABC*425 FITNESS 888-82792","27.60","debit","Gym","Fidelity Visa","",""
"8/09/2021","Google","GOOGLE *Google Fi g.co/helpp","111.32","debit","Mobile Phone","Fidelity Visa","",""
"8/09/2021","WSFERRIES-EDMONDS SEATTLE WA","WSFERRIES-EDMONDS SEATTLE WA","43.00","debit","Public Transportation","Alliant Visa","",""
"8/09/2021","Aramark","ARAMARK SOL DUC HOT SPRINPORT ANGELES WA PHONE NUMBER:  FOLIO NUMBER:  ARRIVE:  DEPART:","417.69","debit","Hotel","Costco Visa","",""
"8/09/2021","Amazon","Amazon.com*2P02259N0","14.78","debit","Shopping","Amazon Chase","",""
"8/09/2021","Amazon Music","Amazon Music*2P7W57YW1","4.34","debit","Music","Amazon Chase","",""
"8/09/2021","Chase card ending in 7738 08/09","Payment to Chase card ending in","1000.00","debit","Transfer","Chase Checking","",""
"8/09/2021","CENTRAL LOAN ADM 1 TIME DFT 0160 381182 WEB ID: 9DFT4","CENTRAL LOAN ADM 1 TIME DFT 0160","65000.00","debit","Mortgage & Rent","Chase Checking","",""
"8/09/2021","PayPal","PAYPAL           INST XFER  GOOG","11.00","debit","Shopping","Chase Checking","",""
"8/08/2021","Hallmark","HALLMARK COM HALLMARK.COM MO","74.97","debit","Gift","Alliant Visa","",""
"8/08/2021","JCPenney","JCPENNEY.COM JCPENNEY.COM NV","152.08","debit","Clothing","Alliant Visa","",""
"8/08/2021","Total Wine and More","TOTAL WINE AND MORE 14 https://www.fWA","91.76","debit","Alcohol & Bars","Alliant Visa","",""
"8/08/2021","Olympic National Park","OLYMPIC NATIONAL PARK PORT ANGELES WA","30.00","debit","Sports","Alliant Visa","",""
"8/08/2021","Aramark","ARAMARK SOL DUC HOT SPRINPORT ANGELES WA","110.50","debit","Vacation","Costco Visa","",""
"8/08/2021","Aramark","ARAMARK SOL DUC HOT SPRINPORT ANGELES WA","5.52","debit","Restaurants","Costco Visa","",""
"8/08/2021","Amazon","AMZN Mktp US*2P7FF89W1","83.56","debit","Shopping","Amazon Chase","",""
"8/08/2021","Payment Thank You - Web","Payment Thank You - Web","1000.00","credit","Transfer","Amazon Chase","",""
"8/08/2021","Amazon","AMZN Mktp US*2P7V95US1","152.17","debit","Shopping","Amazon Chase","",""
"8/07/2021","Safeway","SAFEWAY STORE       PORT ANGELES        WA","156.05","debit","Groceries","AmEx Blue Cash","",""
"8/07/2021","Costco Gas","COSTCO GAS #0747 WOODINVILLE WA","58.48","debit","Gas & Fuel","Costco Visa","",""
"8/07/2021","Kirkland's","SQ *BIBI KIRKLAND gosq.com WA","112.58","debit","Furnishings","Costco Visa","",""
"8/06/2021","BANFIELD-PET*WPPAYMENT 360-784-5 24493981217083012413068; 05968;","BANFIELD-PET*WPPAYMENT 360-784-5","38.95","debit","Veterinary","Fidelity Visa","",""
"8/06/2021","Smith Brothers Farms, Inc.","SMITH BROTHERS FARMS 877-64556","20.46","debit","Groceries","Fidelity Visa","",""
"8/06/2021","Apple","APPLE.COM/BILL 866-712-7753 CA","20.41","debit","Gaming","Alliant Visa","",""
"8/06/2021","USPS.COM STAMP FLMNT SVCS800-782-6724 MO","USPS.COM STAMP FLMNT SVCS800-782-6724 MO","11.00","debit","Doctor","Alliant Visa","",""
"8/06/2021","SC* STACKSOCIAL HTTPSWWW.STACCA","SC* STACKSOCIAL HTTPSWWW.STACCA","46.73","debit","Electronics & Software","Alliant Visa","",""
"8/06/2021","Total Wine and More","TOTAL WINE AND MORE 14 https://www.fWA","128.16","debit","Alcohol & Bars","Alliant Visa","",""
"8/06/2021","CITI CARD ONLINE PAYMENT 4305 03401766927 WEB ID: CITICTP","CITI CARD ONLINE PAYMENT    4305","600.00","debit","Transfer","Chase Checking","",""
"8/06/2021","CENTRAL LOAN ADM 1 TIME DFT 0160 381182 WEB ID: 9DFT4","CENTRAL LOAN ADM 1 TIME DFT 0160","100000.00","debit","Mortgage & Rent","Chase Checking","",""
"8/05/2021","- THANK YOU","ONLINE PAYMENT - THANK YOU","400.00","credit","Transfer","AmEx Blue Cash","",""
"8/05/2021","Etsy.com","Etsy.com - TheCuttingGard718-8557955 NY","6.09","debit","Shopping","Alliant Visa","",""
"8/05/2021","ONLINE PAYMENT, THANK YOU","ONLINE PAYMENT, THANK YOU","600.00","credit","Transfer","Costco Visa","",""
"8/05/2021","Amazon","Amazon Tips*2P7B81HF0","5.00","debit","Shopping","Amazon Chase","",""
"8/05/2021","American Express","AMERICAN EXPRESS ACH PMT    W135","400.00","debit","Transfer","Chase Checking","",""
"8/04/2021","Amazon","Amazon.com*2P7CF9VI0","55.84","debit","Shopping","Amazon Chase","",""
"8/04/2021","Amazon","AMZN Mktp US*2P8WM88S1","59.75","debit","Shopping","Amazon Chase","",""
"8/04/2021","Amazon","AMZN Mktp US*2P91V9QJ1","45.03","debit","Shopping","Amazon Chase","",""
"8/04/2021","CENTRAL LOAN ADM 1 TIME DFT 0160 381182 WEB ID: 9DFT4","CENTRAL LOAN ADM 1 TIME DFT 0160","1070.22","debit","Mortgage & Rent","Chase Checking","",""
"8/03/2021","PCC NATURAL MARKET REDMOND WA","PCC NATURAL MARKET  REDMOND             WA","75.23","debit","Groceries","AmEx Blue Cash","",""
"8/03/2021","EVERLYWELL DIAGNOSTICS HTTPSWWW.EVERTX","EVERLYWELL DIAGNOSTICS HTTPSWWW.EVERTX","39.20","debit","Doctor","Alliant Visa","",""
"8/03/2021","Walgreens","WALGREENS #6614 BOTHELL WA","5.83","debit","Pharmacy","Alliant Visa","",""
"8/03/2021","Midnight Cookie","SQ *MIDNIGHT COOKIE COMPAKirkland WA","7.68","debit","Restaurants","Costco Visa","",""
"8/03/2021","McDonald's","MCDONALD'S F3317 KIRKLAND WA","6.49","debit","Fast Food","Costco Visa","",""
"8/03/2021","Amazon","Amazon.com*2P5R020V0","72.84","debit","Shopping","Amazon Chase","",""
"8/03/2021","Amazon","Amazon.com*2P4XP21X0","6.84","debit","Shopping","Amazon Chase","",""
"8/03/2021","CENTRAL LOAN ADM 1 TIME DFT 0160 381182 WEB ID: 9DFT4","CENTRAL LOAN ADM 1 TIME DFT 0160","95000.00","debit","Mortgage & Rent","Chase Checking","",""
"8/03/2021","Amazon","PAYMENT FOR AMZ  STORECARD  4428","3.93","debit","Shopping","Chase Checking","",""
"8/03/2021","CARDMEMBER SERV WEB payment **** *******7538 WEB ID: 5911111111","CARDMEMBER SERV  WEB PYMT   ****","1300.00","debit","Transfer","Chase Checking","",""
"8/03/2021","BEAR CREEK HEIGH Assn Dues 2518 5344 WEB ID: HOAPAYMENT","BEAR CREEK HEIGH Assn Dues  2518","75.00","debit","Mortgage & Rent","Chase Checking","",""
"8/02/2021","Spotify","SPOTIFY USA         NEW YORK","17.43","debit","Internet","AmEx Blue Cash","",""
"8/02/2021","PAYMENT THANK YOU INTERNET; 00000;","PAYMENT THANK YOU","1300.00","credit","Transfer","Fidelity Visa","",""
"8/02/2021","Puget Sound Energy","PUGET SOUND ENERGY INC 425-454-6","11.52","debit","Utilities","Fidelity Visa","",""
"8/02/2021","OUTSCHOOL HTTPSOUTSC 24492161213000023560343; 08299;","OUTSCHOOL HTTPSOUTSC","12.00","debit","Tuition","Fidelity Visa","",""
"8/02/2021","OUTSCHOOL HTTPSOUTSC 24492151213637400931935; 08299;","OUTSCHOOL HTTPSOUTSC","17.00","debit","Tuition","Fidelity Visa","",""
"8/02/2021","International Deli","INTERNATIONAL DELI BOTHELL WA","58.21","debit","Groceries","Alliant Visa","",""
"8/02/2021","Apple","APPLE.COM/BILL 408-974-1010 CA","27.97","debit","Gaming","Alliant Visa","",""
"8/02/2021","Amazon","AMZN Mktp US*2P5VZ24I2","82.56","debit","Shopping","Amazon Chase","",""
"8/02/2021","Amazon","Amazon.com*2P8FW7LM2","9.66","debit","Shopping","Amazon Chase","",""
